Id,Use Case,Use Case_ENC,Status,Created Date,Close Date,Price,Discount code,Pain,Pain_ENC,Loss Reason,Loss Reason_ENC,First Name,Source,Source_ENC,Status_leads,Status_leads_ENC,Discarded/Nurturing Reason,Discarded/Nurturing Reason_ENC,Acquisition Campaign,Converted,Converted_ENC,City,City_ENC,Has discount,Has discount_ENC,Days in process
zcu5elhp,Educational Seminars,2.0,Closed Lost,2018-09-12,2018-12-25,240.0,,operations,1.0,no response,4.0,Devon13 Jackson4,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Francisco,16.0,False,0.0,104.0
gndo3jko,Corporate Events,1.0,Closed Won,2018-09-12,2018-09-12,1680.0,YEARLY30DISCOUNT,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
be6pxlkv,Corporate Events,1.0,Closed Won,2018-09-12,2018-09-12,150.0,QUARTERLY75OFF,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
,Corporate Events,1.0,Closed Lost,2018-09-12,2018-09-17,324.0,,operations,1.0,price,7.0,,,0.0,,4.0,,0.0,,,1.0,,16.0,False,0.0,5.0
,Corporate Events,1.0,Closed Lost,2018-09-12,2018-09-17,0.0,,financial control,0.0,no response,4.0,,,0.0,,4.0,,4.0,,,1.0,,2.0,False,0.0,5.0
hwykrxnd,Corporate Events,1.0,Closed Lost,2018-09-12,2018-09-23,360.0,SAVE25LESS,financial control,0.0,lost to competitor,0.0,,,0.0,,4.0,,6.0,,,1.0,,16.0,True,1.0,11.0
0uik09ir,Corporate Events,1.0,Closed Lost,2018-09-12,2018-09-19,200.0,,operations,1.0,not target,5.0,Peyton7 Davis4,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,San Francisco,16.0,False,0.0,7.0
bh21pffx,Corporate Events,1.0,Closed Won,2018-09-06,2018-09-06,1344.0,YEARLY30PROMO,operations,1.0,,4.0,Devon18 Jones4,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
5q9ex7tq,Sports Events,3.0,Closed Lost,2018-10-09,2018-10-10,200.0,,operations,1.0,lost to competitor,0.0,,,0.0,,4.0,,6.0,,,1.0,,15.0,False,0.0,1.0
,Corporate Events,1.0,Closed Lost,2018-10-09,2018-10-16,200.0,,quality of delivery,2.0,lost to competitor,0.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,False,0.0,7.0
z6ftfxqt,Corporate Events,1.0,Closed Lost,2018-10-09,2018-10-09,200.0,,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Jose,17.0,False,0.0,0.0
nz73ubke,Corporate Events,1.0,Closed Won,2018-10-09,2018-10-09,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
gzy3gr5o,Corporate Events,1.0,Closed Won,2018-10-09,2018-10-09,240.0,MONTH50REBATE,financial control,0.0,,4.0,,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
kysqxhib,Sports Events,3.0,Closed Won,2018-10-09,2018-10-09,240.0,SAVEMONTH50G,operations,1.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,New York,11.0,True,1.0,0.0
8krmaolp,Sports Events,3.0,Closed Lost,2018-10-22,2018-11-17,360.0,DISCOUNT25QUICK,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,26.0
47lccoaq,Corporate Events,1.0,Closed Won,2018-10-22,2018-10-22,240.0,MONTH50REBATE,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
1z6su6w6,Corporate Events,1.0,Closed Won,2018-10-22,2018-10-22,1680.0,YEARLY30DISCOUNT,operations,1.0,,1.0,Bailey12 Davis16,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
lr397bf7,Corporate Events,1.0,Closed Won,2018-10-22,2018-10-23,324.0,10OFFREDUCED,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,1.0
t7nsq8qo,Corporate Events,1.0,Closed Lost,2018-10-22,2018-10-24,300.0,GIFT30SEASON,financial control,0.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Francisco,16.0,True,1.0,2.0
jr2b3w7f,Sports Events,3.0,Closed Won,2018-10-22,2018-10-22,576.0,HALFSEASON20G,financial control,0.0,,7.0,,Inbound,0.0,Qualified,4.0,,1.0,,Yes,1.0,Denver,5.0,True,1.0,0.0
kwec808m,Corporate Events,1.0,Closed Lost,2018-08-06,2018-09-06,768.0,2SEMESTERS20OFF,operations,1.0,lost to competitor,0.0,Quinn6 Harris2,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,,14.0,True,1.0,31.0
,Corporate Events,1.0,Closed Lost,2018-08-06,2018-11-06,324.0,,operations,1.0,lost to competitor,0.0,,,0.0,,4.0,,6.0,,,1.0,,2.0,False,0.0,92.0
4nmrgk9u,Corporate Events,1.0,Closed Lost,2018-11-12,2018-11-17,600.0,PROMOTIONCODE,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,5.0
erpvcs36,Sports Events,3.0,Closed Lost,2018-11-12,2018-11-25,324.0,SLASH10,operations,1.0,price,7.0,,,0.0,,4.0,,1.0,,,1.0,,9.0,True,1.0,13.0
vko2kw5p,Corporate Events,1.0,Checkbox,2018-11-12,2018-11-14,576.0,2SEMESTERS20SALE,operations,1.0,,4.0,Morgan1 Miller20,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,2.0
54z1kc25,Educational Seminars,2.0,Closed Lost,2018-11-12,2018-11-12,200.0,,financial control,0.0,lost to competitor,0.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,0.0
tfl22g9s,Sports Events,3.0,Closed Lost,2018-11-12,2018-12-25,576.0,,operations,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,43.0
t7t7bjvo,Corporate Events,1.0,Closed Won,2018-11-12,2018-11-13,240.0,MONTH50REBATE,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Diego,15.0,True,1.0,1.0
5gb1a8wa,Sports Events,3.0,Closed Lost,2018-11-12,2019-01-26,960.0,ECONOMY75DISCOUNT,quality of delivery,2.0,no response,4.0,,,1.0,,4.0,,2.0,,,1.0,,17.0,True,1.0,75.0
b2rhgune,Corporate Events,1.0,Closed Won,2018-11-24,2018-11-24,360.0,MONTHSAVE25DEAL,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
,Sports Events,3.0,Closed Lost,2018-11-24,2019-10-27,576.0,HALFSEASON20G,financial control,0.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,3.0,True,1.0,337.0
sj32tfd7,Corporate Events,1.0,Closed Won,2018-11-24,2018-11-24,240.0,MONTH50REBATE,operations,1.0,,4.0,Bailey7 Jones20,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
,Educational Seminars,2.0,Closed Lost,2018-11-25,2018-11-25,150.0,,operations,1.0,price,7.0,,,0.0,,4.0,,1.0,,,1.0,,9.0,False,0.0,0.0
,Educational Seminars,2.0,Closed Lost,2018-11-25,2018-11-25,768.0,,quality of delivery,2.0,no product fit,3.0,,,0.0,,4.0,,2.0,,,1.0,,15.0,False,0.0,0.0
uq7w5eat,Corporate Events,1.0,Closed Lost,2018-11-25,2018-11-25,240.0,,operations,1.0,price,7.0,Riley16 Martin12,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,,16.0,False,0.0,0.0
50xcqavz,Corporate Events,1.0,Closed Lost,2018-11-25,2018-12-18,200.0,,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,False,0.0,23.0
stfufypl,Corporate Events,1.0,Closed Won,2018-12-08,2018-12-08,768.0,2SEMESTERS20OFF,financial control,0.0,,5.0,,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,Columbus,3.0,True,1.0,0.0
5lrvpwvy,Sports Events,3.0,Closed Won,2018-12-08,2018-12-09,768.0,HALFYEAR20G,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,1.0
,Sports Events,3.0,Closed Lost,2018-12-08,2018-12-18,200.0,,financial control,0.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,16.0,False,0.0,10.0
gnumw5h7,Corporate Events,1.0,Closed Won,2018-12-08,2019-03-13,150.0,QUARTERLY75OFF,operations,1.0,,4.0,Devon13 Brown8,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,95.0
38h1ijhi,Corporate Events,1.0,Closed Lost,2018-12-08,2018-12-11,768.0,2SEMESTERS20OFF,operations,1.0,not target,5.0,,Inbound,0.0,Qualified,4.0,,7.0,,Yes,1.0,,9.0,True,1.0,3.0
e3bsdqbi,Corporate Events,1.0,Closed Won,2018-12-08,2018-12-08,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Avery1 Martin17,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
mrfv9emw,Corporate Events,1.0,Checkbox,2018-12-08,2018-12-08,600.0,PROMOTIONCODE,operations,1.0,,1.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
h8eaj08b,Corporate Events,1.0,Closed Won,2018-12-18,2018-12-18,360.0,MONTHSAVE25DEAL,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
0tkrdrus,Corporate Events,1.0,Closed Won,2018-12-18,2018-12-18,360.0,SAVE25LESS,operations,1.0,,5.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Washington,19.0,True,1.0,0.0
emuvvpyj,Corporate Events,1.0,Closed Won,2018-12-18,2018-12-18,1350.0,DOUBLESEMESTER50,financial control,0.0,,4.0,,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,0.0
n620n368,Corporate Events,1.0,Closed Won,2018-12-18,2019-01-20,150.0,QUARTERLY75OFF,financial control,0.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,33.0
,Corporate Events,1.0,Closed Lost,2018-12-18,2019-02-19,300.0,CUT50YEAR,operations,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,63.0
uocc1pr2,Corporate Events,1.0,Negotiation,2018-12-18,2018-12-18,300.0,CUT50YEAR,operations,1.0,,4.0,Avery18 Miller7,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
nlff03n4,Educational Seminars,2.0,Closed Lost,2018-12-18,2018-12-22,1500.0,DEAL60YEAR,,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,4.0
c9m2ix81,Corporate Events,1.0,Closed Lost,2018-12-18,2018-12-28,300.0,,operations,1.0,lost to competitor,0.0,Robin4 Robinson2,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,New York,11.0,False,0.0,10.0
b9cmo6pa,Corporate Events,1.0,Closed Lost,2018-12-19,2019-01-26,360.0,MONTHSAVE25DEAL,financial control,0.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,38.0
ntam298o,Corporate Events,1.0,Closed Won,2018-12-19,2018-12-19,768.0,2SEMESTERS20OFF,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
imuq0jw4,Educational Seminars,2.0,Closed Won,2018-12-19,2018-12-19,768.0,HALFYEAR20G,operations,1.0,,4.0,Frankie1 Jackson4,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
3m9ryna6,Corporate Events,1.0,Closed Won,2019-06-26,2019-06-26,768.0,2SEMESTERS20OFF,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
d1yaipsv,Corporate Events,1.0,Closed Lost,2019-06-26,2019-01-09,200.0,,operations,1.0,no budget,1.0,Bailey8 White20,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,,2.0,False,0.0,-168.0
hbm4nmew,Corporate Events,1.0,Closed Won,2019-06-26,2019-06-26,14876.0,ECONOMY75DISCOUNT,operations,1.0,,4.0,Riley19 Davis11,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
qh0cdj63,Corporate Events,1.0,Closed Won,2019-06-26,2019-06-26,768.0,2SEMESTERS20OFF,operations,1.0,,3.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Philadelphia,12.0,True,1.0,0.0
p0c2w0vu,Corporate Events,1.0,Closed Lost,2019-06-26,2019-02-25,768.0,2SEMESTERS20OFF,operations,1.0,lost to competitor,0.0,Harper15 Jones11,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Chicago,2.0,True,1.0,-121.0
8oa5m4tf,Corporate Events,1.0,Closed Lost,2019-06-26,2019-10-27,960.0,SEMESTER20DEALAGAIN,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,123.0
tfx3ec31,Corporate Events,1.0,Closed Won,2019-06-26,2019-06-26,960.0,SEMESTER20DEALAGAIN,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
3tptinu3,Educational Seminars,2.0,Closed Lost,2019-06-26,2019-01-23,768.0,HALFYEAR20G,operations,1.0,not target,5.0,Taylor1 Thompson7,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,10.0,True,1.0,-154.0
7j2r2p0h,Educational Seminars,2.0,Closed Won,2019-01-19,2019-01-20,240.0,ECONOMY50GIFT,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,1.0
w2ki6f91,Corporate Events,1.0,Closed Won,2019-01-19,2019-01-19,240.0,MONTH50REBATE,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
elxf1552,Educational Seminars,2.0,Closed Won,2019-01-19,2019-01-20,240.0,SAVEMONTH50G,financial control,0.0,,4.0,,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,Austin,0.0,True,1.0,1.0
0il42fhx,Sports Events,3.0,Closed Won,2019-01-19,2019-01-19,360.0,DISCOUNT25QUICK,operations,1.0,,0.0,Robin15 Harris6,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,New York,11.0,True,1.0,0.0
8b7vkl62,Sports Events,3.0,Closed Won,2019-01-19,2019-01-20,960.0,YEARLY60,operations,1.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,1.0
n0petw2u,Educational Seminars,2.0,Closed Won,2019-01-19,2019-01-19,300.0,SAVEMORE50,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
uyvwasfq,Corporate Events,1.0,Closed Lost,2019-01-19,2019-01-20,300.0,SAVEMONTH50SPECIAL,financial control,0.0,not target,5.0,,Inbound,0.0,Qualified,4.0,,7.0,,Yes,1.0,Jacksonville,9.0,True,1.0,1.0
n1yy6u8g,Corporate Events,1.0,Closed Lost,2019-01-19,2019-01-28,240.0,,operations,1.0,not target,5.0,Rowan12 Davis3,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,Indianapolis,8.0,False,0.0,9.0
4c5nxtp6,Sports Events,3.0,Closed Lost,2019-01-19,2019-01-14,240.0,ECONOMY50GIFT,operations,1.0,no response,4.0,Devon6 Miller6,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Diego,15.0,True,1.0,-5.0
don1a146,Educational Seminars,2.0,Closed Won,2019-01-28,2019-07-28,768.0,HALFYEAR20G,operations,1.0,,4.0,Jamie18 Jackson19,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,181.0
6276tn57,,1.0,Closed Won,2019-01-28,2019-01-28,768.0,2SEMESTERS20OFF,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
u10s7u9d,Corporate Events,1.0,Closed Lost,2019-01-28,2019-07-28,768.0,2SEMESTERS20OFF,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Columbus,3.0,True,1.0,181.0
ylmkat27,Educational Seminars,2.0,Closed Lost,2019-02-25,2019-02-25,240.0,,financial control,0.0,lost to competitor,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Antonio,14.0,False,0.0,0.0
qlfxbi4t,Corporate Events,1.0,Closed Lost,2019-02-25,2019-02-25,300.0,MONTH50CUTBACK,operations,1.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
wconvcq0,Corporate Events,1.0,Closed Won,2019-02-25,2019-02-25,1344.0,YEARLY30PROMO,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
gusjehsc,Sports Events,3.0,Closed Won,2019-02-25,2019-02-25,768.0,HALFYEAR20G,operations,1.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
t2anqodx,Sports Events,3.0,Closed Won,2019-02-25,2019-02-25,2400.0,YEARLY60,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
0ud5rz7w,Corporate Events,1.0,Closed Won,2019-02-25,2019-02-25,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
46r6jjr6,Corporate Events,1.0,Closed Lost,2019-02-11,2019-02-16,768.0,2SEMESTERS20OFF,,1.0,lost to competitor,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Chicago,2.0,True,1.0,5.0
,Sports Events,3.0,Closed Lost,2019-02-11,2019-02-18,576.0,HALFSEASON20G,,1.0,not target,5.0,,,0.0,,4.0,,5.0,,,1.0,,10.0,True,1.0,7.0
,Corporate Events,1.0,Closed Lost,2019-02-11,2019-09-27,240.0,DISCOUNT50POWER,operations,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,228.0
737v1s50,Corporate Events,1.0,Closed Lost,2019-02-23,2019-02-23,200.0,,operations,1.0,not target,5.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Francisco,16.0,False,0.0,0.0
f7qchpih,Sports Events,3.0,Closed Won,2019-02-23,2019-02-23,300.0,SAVEMORE50,quality of delivery,2.0,,4.0,,,1.0,,4.0,,2.0,,,1.0,,17.0,True,1.0,0.0
cpavs98y,Corporate Events,1.0,Negotiation,2019-02-23,2019-02-23,240.0,,financial control,0.0,,4.0,Riley6 Thomas2,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,San Antonio,14.0,False,0.0,0.0
35878p1u,Corporate Events,1.0,Closed Won,2019-02-23,2019-02-23,150.0,ECONOMY75DISCOUNT,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
e4hnd6rv,Corporate Events,1.0,Closed Won,2019-02-23,2019-02-23,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Morgan1 White15,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
,Sports Events,3.0,Closed Lost,2019-02-23,2019-02-23,200.0,,,1.0,price,7.0,,,0.0,,4.0,,1.0,,,1.0,,1.0,False,0.0,0.0
3xe2dlwy,Corporate Events,1.0,Closed Lost,2018-12-29,2019-01-29,768.0,2SEMESTERS20OFF,operations,1.0,not target,5.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Antonio,14.0,True,1.0,31.0
nw2wi0hz,Corporate Events,1.0,Closed Lost,2018-12-29,2019-01-29,768.0,,operations,1.0,not target,5.0,Skyler17 Martinez12,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,,2.0,False,0.0,31.0
s1dcbvul,Corporate Events,1.0,Closed Lost,2018-08-13,2018-08-14,768.0,HALFYEAR20G,operations,1.0,no product fit,3.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,12.0,True,1.0,1.0
e0usulpf,Corporate Events,1.0,Closed Lost,2018-08-13,2018-08-14,200.0,YEARLY30PROMO,,1.0,lost to competitor,0.0,Drew11 Williams20,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,,14.0,True,1.0,1.0
9z8q83tm,Corporate Events,1.0,Checkbox,2018-08-13,2018-08-14,324.0,10OFFREDUCED,financial control,0.0,,4.0,,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,1.0
gsnmgjji,Corporate Events,1.0,Closed Won,2018-08-14,2018-08-15,360.0,MONTHSAVE25DEAL,quality of delivery,2.0,,4.0,Reese16 Garcia6,Inbound,0.0,Qualified,4.0,,2.0,,Yes,1.0,,2.0,True,1.0,1.0
3g6r1ax8,Corporate Events,1.0,Closed Lost,2018-08-14,2018-10-24,576.0,,operations,1.0,no product fit,3.0,Morgan3 Garcia6,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,0.0,False,0.0,71.0
eoaoee9k,Corporate Events,1.0,Closed Lost,2018-08-14,2018-01-05,240.0,DISCOUNT50POWER,operations,1.0,no response,4.0,Riley13 Martin18,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,-221.0
vsf8dhn3,Corporate Events,1.0,Closed Won,2018-08-14,2018-08-15,576.0,2SEMESTERS20SALE,operations,1.0,,4.0,Rowan7 Miller10,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,1.0
s8lfd3uy,Corporate Events,1.0,Closed Won,2018-08-14,2018-08-14,360.0,SAVE25LESS,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
mom2tr07,Corporate Events,1.0,Closed Lost,2018-08-14,2018-09-08,360.0,SAVE25LESS,operations,1.0,lost to competitor,0.0,Morgan4 Harris7,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,,14.0,True,1.0,25.0
mxcyhacz,Corporate Events,1.0,Closed Won,2018-06-04,2018-08-04,240.0,MONTH50REBATE,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,61.0
5x9zvcws,Corporate Events,1.0,Closed Lost,2018-06-04,2018-09-25,200.0,,operations,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,113.0
jnhw4v6m,Corporate Events,1.0,Closed Won,2018-06-04,2018-06-04,768.0,2SEMESTERS20OFF,operations,1.0,,1.0,Morgan10 Williams16,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
lig44nkk,Corporate Events,1.0,Closed Lost,2018-06-04,2018-07-25,600.0,,financial control,0.0,lost to competitor,0.0,Taylor16 Moore19,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Seattle,18.0,False,0.0,51.0
m0zx6adz,Sports Events,3.0,Closed Won,2018-06-04,2018-10-04,768.0,HALFYEAR20G,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,122.0
16l9bb20,Corporate Events,1.0,Closed Won,2018-06-04,2018-06-04,1344.0,YEARLY30PROMO,,1.0,,4.0,,Outbound,1.0,Qualified,4.0,,5.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
,Educational Seminars,2.0,Closed Lost,2018-06-04,2018-06-04,200.0,,financial control,0.0,no product fit,3.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,0.0
arb2blix,Corporate Events,1.0,Closed Won,2018-07-04,2018-07-04,768.0,2SEMESTERS20OFF,operations,1.0,,1.0,Peyton12 Robinson5,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
t6fhvj25,Sports Events,3.0,Closed Lost,2018-07-04,2018-10-04,200.0,,operations,1.0,no product fit,3.0,Robin7 Davis4,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,False,0.0,92.0
0ql5ls9x,Corporate Events,1.0,Closed Won,2018-07-04,2018-07-04,960.0,SEMESTER20DEALAGAIN,operations,1.0,,4.0,Riley3 Moore3,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Indianapolis,8.0,True,1.0,0.0
41g4acis,Corporate Events,1.0,Closed Lost,2018-07-04,2018-10-04,768.0,,operations,1.0,price,7.0,Casey8 Johnson6,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,Charlotte,1.0,False,0.0,92.0
76j81l3f,Corporate Events,1.0,Closed Won,2018-07-04,2018-07-04,960.0,SEMESTER20DEALAGAIN,financial control,0.0,,4.0,,,0.0,,4.0,,4.0,,,1.0,,2.0,True,1.0,0.0
,Educational Seminars,2.0,Closed Lost,2018-07-04,2018-09-25,360.0,,financial control,0.0,lost to competitor,0.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,83.0
3tvs667s,Corporate Events,1.0,Closed Lost,2018-09-12,2018-01-05,300.0,SAVEMONTH50SPECIAL,operations,1.0,not target,5.0,,Inbound,0.0,Qualified,4.0,,7.0,,Yes,1.0,Houston,7.0,True,1.0,-250.0
tnctmj45,Corporate Events,1.0,Closed Won,2018-09-15,2018-09-17,240.0,MONTH50REBATE,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,2.0
cxfvkpbn,Corporate Events,1.0,Closed Won,2018-09-15,2018-09-25,1008.0,RENEWYEAR30,,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,10.0
,Corporate Events,1.0,Closed Lost,2018-09-15,2018-09-25,240.0,,financial control,0.0,no response,4.0,,,0.0,,4.0,,4.0,,,1.0,,2.0,False,0.0,10.0
fmvmjsww,Corporate Events,1.0,Closed Won,2018-01-05,2018-01-05,360.0,SAVE25LESS,operations,1.0,,5.0,Jordan1 Miller19,Inbound,0.0,Qualified,4.0,,1.0,,Yes,1.0,Denver,5.0,True,1.0,0.0
6o879zhs,Corporate Events,1.0,Closed Lost,2018-01-05,2018-01-05,200.0,,operations,1.0,price,7.0,,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,Seattle,18.0,False,0.0,0.0
xeojh2cd,Corporate Events,1.0,Closed Lost,2018-01-05,2018-01-05,1680.0,YEARLY30DISCOUNT,time saving,3.0,no response,4.0,,Inbound,0.0,Qualified,4.0,,2.0,,Yes,1.0,,2.0,True,1.0,0.0
8hucuaqo,Sports Events,3.0,Closed Won,2018-01-05,2018-01-05,240.0,SAVEMONTH50G,operations,1.0,,4.0,Jordan20 Garcia12,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
